ID,State,Income,Kids,Teens,Age,Divorced,Married,Single,Together,Widow,Basic,Graduate,Master,PhD,Recency,Wines,Fruits,Meats,Seafood,Sweets,Premium,Regular,Deals,Website,Catalog,Store,Visits,MC3,MC4,MC5,MC1,MC2,Complaint,Pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,State-Texas,173455,0,0,52,0,0,0,0,1,0,1,0,0,98,2128,144,1788,439,385,47,4836,1,6,5,10,3,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,State-California,173454,0,0,33,0,0,1,0,0,0,0,1,0,95,2319,172,829,132,33,413,3072,1,2,4,6,5,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,State-California,173450,0,0,38,0,0,0,1,0,0,0,1,0,85,2697,120,980,213,163,87,4085,1,7,8,11,3,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,State-Illinois,173448,0,0,51,0,1,0,0,0,0,1,0,0,10,557,250,446,54,97,307,1098,1,7,2,9,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,State-Texas,173395,0,0,33,0,1,0,0,0,0,0,1,0,94,643,17,189,47,17,26,886,1,4,4,6,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,State-California,173356,0,0,36,0,1,0,0,0,0,0,0,1,56,2481,33,761,0,33,265,3044,1,5,11,5,2,1,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,State-California,173170,0,0,45,0,0,1,0,0,0,1,0,0,1,435,412,606,118,71,76,1567,1,5,4,6,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,State-Illinois,173113,0,0,60,0,0,0,1,0,0,0,1,0,86,1754,45,365,118,21,66,2238,1,3,4,7,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,State-New York,173059,0,1,73,0,0,0,1,0,0,0,0,1,36,971,265,995,0,194,168,2257,1,9,3,13,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,State-New York,173059,0,1,73,0,0,0,1,0,0,0,0,1,36,971,265,995,0,194,168,2257,1,9,3,13,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,State-Illinois,172968,0,0,57,1,0,0,0,0,0,0,0,1,8,2589,88,1403,344,88,130,4381,1,5,5,8,3,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,State-Other,172967,0,1,50,1,0,0,0,0,0,1,0,0,1,375,83,424,0,0,296,586,2,7,2,8,5,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,State-Illinois,172940,0,0,50,0,1,0,0,0,0,1,0,0,13,432,175,707,384,353,275,1776,1,3,3,6,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,State-New York,172906,0,0,65,0,0,1,0,0,0,1,0,0,79,949,76,1231,168,178,128,2474,1,3,4,9,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,State-New York,172905,0,0,62,0,1,0,0,0,0,1,0,0,52,965,270,1055,429,391,481,2630,1,3,7,9,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,State-Texas,172903,0,0,35,0,0,1,0,0,0,1,0,0,74,2531,327,1779,0,45,92,4589,1,7,5,8,4,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,State-Illinois,172828,0,1,58,0,1,0,0,0,0,0,1,0,17,2860,0,558,45,33,486,3009,6,6,3,13,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,State-Texas,172679,0,1,51,0,0,1,0,0,0,1,0,0,65,1471,128,618,302,128,128,2518,1,4,7,5,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,State-Texas,172643,0,0,71,0,0,0,0,1,0,1,0,0,60,1250,190,1314,292,223,126,3144,1,3,10,7,2,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,State-California,172635,0,0,65,0,1,0,0,0,0,0,0,0,54,927,52,768,247,83,254,1823,1,6,8,6,3,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,State-New York,172635,0,0,65,0,1,0,0,0,0,0,0,0,54,927,52,768,247,83,254,1823,1,6,8,6,3,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,State-New York,172570,0,0,36,0,1,0,0,0,0,1,0,0,67,652,197,514,359,335,533,1524,1,4,6,12,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,State-New York,172550,1,1,66,0,1,0,0,0,0,0,0,1,39,1965,119,754,119,90,90,2956,9,5,2,12,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,State-New York,172504,0,1,48,0,0,1,0,0,0,1,0,0,43,1437,62,1118,293,383,224,3069,2,5,9,6,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,State-Texas,172460,0,0,51,0,1,0,0,0,0,1,0,0,56,897,24,1285,190,71,24,2444,1,3,5,7,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,State-Florida,172354,0,0,27,0,0,1,0,0,0,1,0,0,67,750,62,1127,524,29,434,2058,1,2,10,6,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,State-Florida,172335,0,0,44,0,0,0,1,0,0,0,0,1,2,3061,250,1556,67,50,0,4984,1,10,4,8,8,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,State-Other,172309,0,0,44,0,0,1,0,0,0,0,1,0,64,2288,0,2104,119,91,0,4601,1,5,6,8,3,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,State-Texas,172298,0,0,71,0,0,0,0,1,0,1,0,0,52,1489,83,403,138,41,83,2071,1,4,3,6,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,State-New York,172282,0,0,69,0,0,1,0,0,0,1,0,0,70,1199,64,999,215,331,365,2443,1,5,7,9,7,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,State-New York,172258,0,1,49,0,0,1,0,0,0,1,0,0,28,1244,0,1244,541,286,319,2997,2,6,9,5,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,State-California,172228,0,0,68,0,0,1,0,0,0,1,0,0,87,1505,67,1171,72,33,134,2714,1,6,7,8,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3087,State-Texas,172217,0,0,58,0,0,1,0,0,0,0,1,0,93,1946,100,1073,131,134,367,3017,1,3,10,8,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,State-Florida,172190,0,0,55,0,1,0,0,0,0,1,0,0,79,1424,396,1424,410,396,594,3456,1,5,6,4,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,State-Illinois,172159,0,0,42,0,1,0,0,0,0,0,0,1,62,768,126,2145,81,95,126,3090,1,4,6,10,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,State-New York,172117,0,1,43,0,1,0,0,0,0,1,0,0,34,1687,48,408,155,143,119,2322,1,9,7,9,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,State-California,172099,0,0,46,0,1,0,0,0,0,1,0,0,18,1303,217,979,284,0,53,2731,1,3,4,10,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,State-California,172071,0,1,66,1,0,0,0,0,0,1,0,0,4,1268,165,716,358,329,358,2478,3,5,4,8,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134,State-New York,172071,0,1,66,1,0,0,0,0,0,1,0,0,4,1268,165,716,358,329,358,2478,3,5,4,8,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,State-Florida,172066,0,0,39,0,0,1,0,0,0,1,0,0,55,2395,81,1280,320,122,81,4116,1,4,6,6,2,0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,State-California,172063,0,1,41,0,1,0,0,0,0,1,0,0,3,430,76,831,181,76,215,1380,2,5,2,12,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,State-Florida,172025,0,0,71,0,1,0,0,0,0,1,0,0,27,1990,79,1311,361,318,556,3501,1,4,3,8,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,State-New York,172025,0,0,58,0,0,0,1,0,0,1,0,0,46,2310,0,1474,103,119,0,4005,1,4,8,13,2,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,State-Florida,171969,0,1,49,0,1,0,0,0,0,0,0,1,59,2389,0,182,0,0,24,2547,3,3,4,9,8,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3141,State-Texas,171965,0,1,69,0,1,0,0,0,0,1,0,0,21,1367,45,683,119,91,593,1713,3,6,3,5,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,State-Texas,171964,0,0,62,1,0,0,0,0,0,1,0,0,81,1403,122,2227,430,81,206,4058,1,5,6,5,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,State-Texas,171952,1,0,34,0,1,0,0,0,0,1,0,0,93,1568,191,1087,124,256,222,3004,2,8,4,8,4,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,State-Florida,171952,1,0,34,0,1,0,0,0,0,1,0,0,93,1568,191,1087,124,256,222,3004,2,8,4,8,4,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,State-New York,171866,0,1,64,0,1,0,0,0,0,1,0,0,85,440,426,426,246,93,79,1552,1,6,3,10,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,State-New York,171855,0,1,43,0,1,0,0,0,0,1,0,0,59,1311,74,1009,0,268,67,2595,4,5,5,11,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,State-Florida,171853,0,0,38,0,0,0,1,0,0,1,0,0,29,856,258,988,337,232,77,2595,1,2,8,6,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,State-Florida,171853,0,0,38,0,0,0,1,0,0,1,0,0,29,856,258,988,337,232,77,2595,1,2,8,6,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,State-Texas,171847,0,0,42,1,0,0,0,0,0,1,0,0,95,1763,50,254,132,151,502,1847,0,6,7,9,3,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,State-New York,171819,0,1,49,0,0,0,1,0,0,1,0,0,70,2928,67,335,0,33,402,2962,3,3,3,5,6,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,State-Texas,171796,0,0,49,0,0,0,1,0,0,1,0,0,54,847,50,744,400,179,77,2144,1,9,3,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,State-New York,171706,0,1,61,0,0,0,1,0,0,1,0,0,16,2229,134,606,218,235,34,3388,4,9,5,7,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,State-Florida,171691,0,0,62,0,0,1,0,0,0,0,0,1,0,805,311,984,575,77,103,2649,1,4,7,5,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,State-New York,171670,0,0,58,0,0,0,0,1,0,0,0,1,8,3502,38,307,0,0,383,3464,1,5,3,6,6,0,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,State-Other,171626,0,0,41,0,1,0,0,0,0,1,0,0,94,1308,173,901,225,347,173,2782,1,5,5,8,3,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,State-Illinois,171613,0,0,55,0,0,0,1,0,0,1,0,0,26,1021,117,304,266,50,101,1658,1,8,2,10,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,State-California,171604,0,0,75,0,0,0,1,0,0,0,0,1,3,827,127,1265,235,180,232,2401,1,8,3,5,4,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,State-Other,171499,0,1,49,0,0,0,1,0,0,0,1,0,12,1115,60,317,326,0,89,1729,2,8,3,13,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,State-Illinois,171488,0,0,55,0,0,0,1,0,0,0,0,0,87,389,79,297,96,67,413,516,2,3,4,7,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,State-Texas,171466,0,0,46,0,0,1,0,0,0,0,0,1,86,988,29,1310,187,437,0,2951,1,4,4,10,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,State-New York,171434,0,1,58,0,1,0,0,0,0,1,0,0,4,1706,86,521,413,230,403,2553,3,7,4,7,4,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,State-New York,171427,2,0,42,0,1,0,0,0,0,1,0,0,26,509,295,425,36,154,55,1363,2,8,2,8,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,State-Other,171391,0,1,64,0,1,0,0,0,0,1,0,0,50,807,295,658,110,295,339,1827,5,6,5,12,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,State-New York,171367,0,0,61,0,0,0,1,0,0,1,0,0,24,545,55,934,101,50,180,1506,1,4,5,7,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,State-Texas,171367,0,0,61,0,0,0,1,0,0,1,0,0,24,545,55,934,101,50,180,1506,1,4,5,7,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,State-California,171322,0,1,55,0,1,0,0,0,0,0,0,1,57,1809,103,543,166,24,490,2155,2,8,5,13,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,State-Illinois,171322,0,1,44,0,0,0,1,0,0,1,0,0,31,291,58,298,58,36,101,639,1,4,1,7,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,State-Other,171232,0,1,61,0,0,0,1,0,0,1,0,0,91,1570,41,409,82,63,41,2123,2,11,2,10,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,State-Florida,171163,0,0,25,0,0,1,0,0,0,1,0,0,30,681,41,895,332,255,106,2097,1,3,8,12,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,State-Illinois,171128,1,0,47,1,0,0,0,0,0,1,0,0,80,2305,383,1075,48,0,75,3736,3,2,10,12,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,State-New York,171113,0,1,63,0,1,0,0,0,0,1,0,0,95,1191,79,614,26,79,19,1971,4,6,7,9,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,State-Other,171107,0,1,69,0,1,0,0,0,0,1,0,0,61,1283,24,522,476,419,469,2255,2,7,6,13,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,State-Texas,171022,0,1,42,1,0,0,0,0,0,1,0,0,30,2189,29,669,0,29,583,2333,3,5,2,11,8,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,State-New York,170971,0,1,60,0,0,0,1,0,0,1,0,0,28,2411,41,1378,224,301,41,4315,7,11,11,5,7,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,State-New York,170951,0,0,35,0,1,0,0,0,0,1,0,0,66,576,24,1335,612,210,130,2626,1,3,4,9,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,State-Other,170932,0,1,48,0,1,0,0,0,0,0,0,0,57,482,465,241,111,446,446,1299,2,6,2,12,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,State-California,170924,0,0,55,0,1,0,0,0,0,0,0,0,41,1530,275,612,318,366,183,2918,1,6,6,7,3,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,State-Texas,170924,0,0,55,0,1,0,0,0,0,0,0,0,41,1530,275,612,318,366,183,2918,1,6,6,7,3,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,State-Texas,170893,0,0,44,0,0,1,0,0,0,0,1,0,42,1851,106,1352,186,106,34,3568,1,6,6,10,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,State-Florida,170886,1,0,49,0,1,0,0,0,0,1,0,0,65,981,169,576,248,212,128,2059,1,5,4,4,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,State-Other,170844,1,1,53,1,0,0,0,0,0,1,0,0,16,311,63,162,7,162,5,699,5,6,1,5,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,State-Texas,170829,1,1,40,0,1,0,0,0,0,0,0,0,87,340,169,256,174,46,55,929,2,4,2,8,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,State-Other,170792,0,0,69,0,0,0,0,1,0,1,0,0,82,830,109,1578,251,27,275,2519,2,3,4,10,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,State-Other,170777,0,1,52,0,1,0,0,0,0,0,1,0,80,1337,84,273,0,17,188,1523,3,5,3,12,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,State-Florida,170713,0,1,54,0,0,0,1,0,0,1,0,0,23,1777,275,674,198,183,459,2648,6,5,6,8,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,State-Other,170666,0,0,72,0,0,0,1,0,0,1,0,0,29,961,97,886,287,295,72,2454,1,7,4,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,State-Texas,170647,0,1,53,1,0,0,0,0,0,1,0,0,65,1355,205,413,60,297,275,2056,2,4,7,13,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,State-California,170643,0,0,36,0,1,0,0,0,0,0,0,1,66,2942,258,734,56,345,80,4256,1,5,8,4,6,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,State-Other,170638,0,0,65,1,0,0,0,0,0,0,1,0,69,2454,29,519,39,29,152,2918,1,4,5,10,3,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,State-Other,170617,0,0,50,0,1,0,0,0,0,1,0,0,45,853,147,1819,97,111,65,2962,1,3,3,7,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,State-New York,170596,0,0,35,0,0,1,0,0,0,1,0,0,68,839,106,1290,41,0,63,2214,1,3,5,12,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,State-California,170596,0,0,35,0,0,1,0,0,0,1,0,0,68,839,106,1290,41,0,63,2214,1,3,5,12,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,State-Illinois,170566,0,1,52,0,0,1,0,0,0,1,0,0,4,921,68,520,203,68,51,1728,2,6,5,9,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,State-New York,170545,0,1,68,0,0,0,1,0,0,0,1,0,29,334,94,152,133,44,51,706,1,4,1,7,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,State-Texas,170515,0,0,27,0,0,1,0,0,0,1,0,0,12,1016,0,1093,440,155,339,2365,1,6,6,4,2,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,State-Illinois,170503,0,0,67,0,1,0,0,0,0,1,0,0,73,3335,80,522,0,80,160,3857,1,2,4,9,6,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,State-Texas,170440,0,0,42,0,0,0,1,0,0,1,0,0,49,1670,283,1207,184,247,213,3378,1,5,10,7,3,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,State-Illinois,170421,0,1,66,0,1,0,0,0,0,0,0,1,98,1159,68,329,182,34,85,1687,3,10,3,7,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461,State-Illinois,170379,0,1,44,0,0,1,0,0,0,0,1,0,84,1339,61,344,157,162,19,2043,3,6,3,13,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,State-California,170356,0,0,75,0,1,0,0,0,0,0,0,1,20,3266,39,603,104,39,80,3971,2,10,6,9,6,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,State-Texas,170337,0,0,41,0,0,1,0,0,0,1,0,0,75,453,196,361,61,104,220,954,1,2,2,12,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,State-Florida,170321,0,0,73,0,0,0,1,0,0,1,0,0,6,734,56,1819,199,63,463,2408,1,6,5,13,4,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,State-Other,170300,1,0,45,1,0,0,0,0,0,1,0,0,89,2531,148,819,145,111,111,3643,3,5,5,13,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,State-Texas,170287,0,0,54,1,0,0,0,0,0,1,0,0,30,715,85,1168,293,291,97,2454,1,5,5,10,3,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,State-Texas,170179,0,1,44,1,0,0,0,0,0,0,0,1,10,1290,213,407,167,107,323,1862,3,7,3,13,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,State-New York,170179,0,1,44,1,0,0,0,0,0,0,0,1,10,1290,213,407,167,107,323,1862,3,7,3,13,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,State-California,170165,0,0,71,0,0,0,0,1,0,1,0,0,60,390,0,614,483,463,296,1654,1,3,7,11,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,State-Texas,170123,0,0,37,0,0,0,1,0,0,0,0,1,27,3173,0,961,56,0,0,4190,1,5,7,4,3,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,State-Illinois,170116,0,0,48,0,1,0,0,0,0,0,0,1,73,1715,107,1463,230,141,70,3586,1,2,8,12,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,State-Florida,170091,1,0,51,0,1,0,0,0,0,0,1,0,11,2339,83,332,36,0,27,2764,2,5,2,10,8,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2935,State-Illinois,170053,0,1,55,0,1,0,0,0,0,0,1,0,38,1243,129,238,197,435,216,2025,3,8,5,10,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,State-Other,170044,0,1,66,1,0,0,0,0,0,1,0,0,46,2605,0,607,371,34,34,3583,4,7,10,5,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,State-Florida,170038,0,0,38,0,0,0,1,0,0,0,0,1,54,1425,131,845,172,131,316,2389,1,4,4,8,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,State-California,170038,0,0,38,0,0,0,1,0,0,0,0,1,54,1425,131,845,172,131,316,2389,1,4,4,8,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,State-California,169969,0,0,55,0,1,0,0,0,0,0,0,1,64,2143,70,1249,92,70,107,3517,1,4,2,6,3,0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,State-New York,169932,0,1,56,1,0,0,0,0,0,1,0,0,97,1001,418,372,364,255,139,2272,2,7,6,11,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,State-Illinois,169930,0,0,49,0,0,0,1,0,0,1,0,0,21,612,238,2010,532,170,476,3086,1,4,5,12,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,State-California,169901,0,1,51,1,0,0,0,0,0,1,0,0,95,758,51,501,248,224,362,1419,3,7,3,10,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,State-Other,169882,0,0,55,0,0,1,0,0,0,0,1,0,94,710,309,1544,321,309,401,2791,1,3,7,9,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
